vType_id;vType_vClass;trip_depart;trip_departLane;trip_departSpeed;trip_from;trip_id;trip_to;trip_type
;;20.34;best;max;-1217250041;veh419;-322244185#0;veh_passenger
;;20.39;best;max;-1042211437#2;veh420;158675246#18;veh_passenger
;;20.44;best;;318106706#2;veh421;1370252437#1;veh_passenger
;;20.49;best;;-1055092036#0;veh422;1050950566;veh_passenger
;;20.54;best;max;-1382214642;veh423;1217034619;veh_passenger
;;20.58;best;;1044571694#2;veh424;1049862883#1;veh_passenger
;;20.63;best;max;-1217169029;veh425;258649217;veh_passenger
;;20.68;best;max;-1096293585;veh426;1044700253;veh_passenger
;;20.73;best;;-27191048#4;veh427;-260126090#0;veh_passenger
;;20.78;best;;-849848499#1;veh428;1216000783;veh_passenger
;;20.83;best;max;922333610#0;veh429;-625230324;veh_passenger
;;20.87;best;;849842915#0;veh430;1322053855;veh_passenger
;;20.92;best;max;-1219040369#2;veh431;1214298653#16;veh_passenger
;;20.97;best;;1055098828#2;veh432;1387192242;veh_passenger
;;21.02;best;max;-1044737389;veh433;1217255533;veh_passenger
;;21.07;best;max;-321398257#3;veh434;458441664#3;veh_passenger
;;21.12;best;;-1225841606#0;veh435;158354653#25;veh_passenger
;;21.17;best;max;-988553250;veh436;1042584436;veh_passenger
;;21.21;best;;1044462489#2;veh437;1219040376;veh_passenger
;;21.26;best;;1054356708#1;veh438;1383929238;veh_passenger
;;21.31;best;;1049696999#1;veh439;231770256#9;veh_passenger
;;21.36;best;;1046251122#1;veh440;-733487828;veh_passenger
;;21.41;best;max;1216883621;veh441;-117011796#0;veh_passenger
;;21.46;best;;-1268339137;veh442;1388151854;veh_passenger
;;21.51;best;max;-1071867040;veh443;-1219041017;veh_passenger
;;21.55;best;;-585729752;veh444;902920473#6;veh_passenger
;;21.60;best;max;-545635657;veh445;569583472#7;veh_passenger
;;21.65;best;;1467721531;veh446;-325440931#1;veh_passenger
;;21.70;best;;1392108564#1;veh447;1054399008;veh_passenger
;;21.75;best;;1382534374#0;veh448;1387980067#0;veh_passenger
;;21.80;best;max;-1380624765;veh449;-1217163868;veh_passenger
;;21.85;best;;683379586#3;veh450;-1266165188#0;veh_passenger
;;21.89;best;;690546138#0;veh451;318106697#16;veh_passenger
;;21.94;best;max;1214724115#0;veh452;981521530#8;veh_passenger
;;21.99;best;;690917726#2;veh453;158675246#13;veh_passenger
;;22.04;best;max;-1384018911;veh454;155838431#5;veh_passenger
;;22.09;best;max;-1042418427;veh455;1088731473#1;veh_passenger
;;22.14;best;;-184165616#13;veh456;1369161858;veh_passenger
;;22.19;best;;1053907525#3;veh457;1217028268#1;veh_passenger
;;22.23;best;max;1390670304;veh458;722415481#7;veh_passenger
;;22.28;best;;-1051023024#0;veh459;-239456227#17;veh_passenger
;;22.33;best;max;-1042966484#1;veh460;355391677#2;veh_passenger
;;22.38;best;;-78594930#0;veh461;585612364#0;veh_passenger
;;22.43;best;max;-1214955159;veh462;-1055069119#3;veh_passenger
;;22.48;best;;1391558424#0;veh463;548937840#1;veh_passenger
;;22.53;best;;-131937264#3;veh464;1046585293#1;veh_passenger
;;22.57;best;max;-1054398997#1;veh465;815459479#8;veh_passenger
;;22.62;best;;-131938204#5;veh466;1055017946#1;veh_passenger
;;22.67;best;max;-1050106651;veh467;355393306#0;veh_passenger
;;22.72;best;;-1054354507#0;veh468;1051121867;veh_passenger
;;22.77;best;max;1051238807;veh469;1386972475;veh_passenger
;;22.82;best;;548937861#0;veh470;1049696977#2;veh_passenger
;;22.87;best;;1217164127#1;veh471;-1368317323;veh_passenger
;;22.91;best;max;-1391551125#1;veh472;-1215292811#0;veh_passenger
;;22.96;best;;-318106704#9;veh473;1046567590#1;veh_passenger
;;23.01;best;;585630247#25;veh474;-1046482182#0;veh_passenger
;;23.06;best;max;-1384928354;veh475;1050973568#1;veh_passenger
;;23.11;best;;585630240#2;veh476;28069359#5;veh_passenger
;;23.16;best;max;-630626510#2;veh477;962174889#0;veh_passenger
;;23.21;best;max;-1383726013#1;veh478;1046251127#1;veh_passenger
;;23.25;best;;-1084985576#2;veh479;-1218184209;veh_passenger
;;23.30;best;;160320114#6;veh480;1051240616;veh_passenger
;;23.35;best;;1049877257#0;veh481;1266177873;veh_passenger
;;23.40;best;max;-988505705;veh482;-1044514904;veh_passenger
;;23.45;best;;1367271670;veh483;-302557885#3;veh_passenger
;;23.50;best;max;-1053935164#2;veh484;1213564154#1;veh_passenger
;;23.55;best;max;-1046564428;veh485;1390412205;veh_passenger
;;23.59;best;max;-1152642990#3;veh486;-199044516#0;veh_passenger
;;23.64;best;;220749512#1;veh487;-987968757#0;veh_passenger
;;23.69;best;max;-1054632971;veh488;446754558#1;veh_passenger
;;23.74;best;max;-1041987274;veh489;315595435#0;veh_passenger
;;23.79;best;max;-1054408524#1;veh490;-1219040343;veh_passenger
;;23.84;best;max;-1217169157;veh491;-1385720044;veh_passenger
;;23.88;best;;1049862883#0;veh492;-1045129820#1;veh_passenger
;;23.93;best;max;-1042419272;veh493;155831668#1;veh_passenger
;;23.98;best;;-1217028088#1;veh494;-902524007;veh_passenger
;;24.03;best;max;-1071865170;veh495;-1051238807;veh_passenger
;;24.08;best;max;1217163861;veh496;1071878456;veh_passenger
;;24.13;best;max;1217255027#0;veh497;1054354500#0;veh_passenger
;;24.18;best;;132056580#4;veh498;1061156238#1;veh_passenger
;;24.22;best;;-1051068183#1;veh499;1055098875;veh_passenger
;;24.27;best;;548937849#4;veh500;-1049862889;veh_passenger
;;24.32;best;;132363057#2;veh501;321304376#4;veh_passenger
;;24.37;best;;-427760259#0;veh502;1052737789;veh_passenger
;;24.42;best;;684335868;veh503;-1054991189#0;veh_passenger
;;24.47;best;;-258778495#3;veh504;1046478132;veh_passenger
;;24.52;best;;1055098838;veh505;1054633614#0;veh_passenger
;;24.56;best;;322244185#4;veh506;-1071867089;veh_passenger
;;24.61;best;;-1049696981#4;veh507;1217255791#1;veh_passenger
;;24.66;best;;-1046536725;veh508;-379260369#0;veh_passenger
;;24.71;best;;1043817981;veh509;1130590864;veh_passenger
;;24.76;best;max;-1370252434;veh510;988553239;veh_passenger
;;24.81;best;max;-491613250;veh511;1051121868;veh_passenger
;;24.86;best;max;-988530926#1;veh512;-1215329059;veh_passenger
;;24.90;best;;1084985553#0;veh513;27191050#6;veh_passenger
;;24.95;best;;1046536742#3;veh514;1390931703;veh_passenger
;;25.00;best;;-170223657#3;veh515;-229908892#1;veh_passenger
;;25.05;best;;-1380669412#2;veh516;1051121864#2;veh_passenger
;;25.10;best;max;-1391759205;veh517;-1213225870;veh_passenger
;;25.15;best;;-1430551993#0;veh518;1362820351#0;veh_passenger
;;25.20;best;max;-1385710911#1;veh519;-1355645978#0;veh_passenger
;;25.24;best;;355391673#1;veh520;-1055130132#0;veh_passenger
;;25.29;best;;155831668#28;veh521;-1212935884;veh_passenger
;;25.34;best;max;-1050019353#1;veh522;1386107129#1;veh_passenger
;;25.39;best;;1384574739;veh523;1203959745;veh_passenger
;;25.44;best;max;-1374429721#1;veh524;-1218184210;veh_passenger
;;25.49;best;max;-1383686368#2;veh525;1366113632#1;veh_passenger
;;25.54;best;;1218447421#1;veh526;321397536#3;veh_passenger
;;25.58;best;max;1213511692;veh527;902529053#8;veh_passenger
;;25.63;best;max;-988530858;veh528;1042419273#0;veh_passenger
;;25.68;best;;-898458086#1;veh529;-184751278#4;veh_passenger
;;25.73;best;;1047691388#1;veh530;-221198030#4;veh_passenger
;;25.78;best;max;-1051023022#5;veh531;258778492#2;veh_passenger
;;25.83;best;max;-1384343355#1;veh532;1390068546;veh_passenger
;;25.88;best;max;-858852311;veh533;160327079#3;veh_passenger
;;25.92;best;;158407440#6;veh534;903009079#2;veh_passenger
;;25.97;best;;1388744402;veh535;1218977703#4;veh_passenger
;;26.02;best;;379260331#3;veh536;220826299#2;veh_passenger
;;26.07;best;;-1218977822;veh537;-1389738139;veh_passenger
;;26.12;best;max;1085250077#0;veh538;-762038778#1;veh_passenger
;;26.17;best;;-1380681294#2;veh539;-1042241314#0;veh_passenger
;;26.22;best;;220749513#4;veh540;1214489114;veh_passenger
;;26.26;best;max;-1389711654;veh541;-1291694057#0;veh_passenger
;;26.31;best;;1043817985;veh542;-1046397070#0;veh_passenger
;;26.36;best;max;1217255114;veh543;-199043533#2;veh_passenger
;;26.41;best;max;-1392331780#5;veh544;1042133604#0;veh_passenger
;;26.46;best;max;-1384918003;veh545;1383980401;veh_passenger
;;26.51;best;;131938203#4;veh546;1214955159;veh_passenger
;;26.55;best;max;-1049852883;veh547;-1051244376#0;veh_passenger
;;26.60;best;max;-1055088779#1;veh548;1218994074;veh_passenger
;;26.65;best;;1053935172#2;veh549;-378246877#4;veh_passenger
;;26.70;best;;1049873899#1;veh550;1054406173#1;veh_passenger
;;26.75;best;;-158366236#9;veh551;-378248695#0;veh_passenger
;;26.80;best;max;1218993834;veh552;-1217160445;veh_passenger
;;26.85;best;max;-1432251961;veh553;-44770393#26;veh_passenger
;;26.89;best;;1054394243;veh554;1054408529#1;veh_passenger
;;26.94;best;;1050973560#1;veh555;-1049877275;veh_passenger
;;26.99;best;max;-1388731583;veh556;1217249857;veh_passenger
;;27.04;best;;-1042171932#1;veh557;-680950011#3;veh_passenger
;;27.09;best;;-1202866625#1;veh558;-1225841610;veh_passenger
;;27.14;best;max;-1217254986;veh559;-98623848#5;veh_passenger
;;27.19;best;;-1042171933#2;veh560;1387989989;veh_passenger
;;27.23;best;max;-1071867040;veh561;1044514945#0;veh_passenger
;;27.28;best;;1085801236#0;veh562;1055092037;veh_passenger
;;27.33;best;;156020168#1;veh563;158718366#12;veh_passenger
;;27.38;best;max;-1046958047#1;veh564;319423444#4;veh_passenger
;;27.43;best;;-1044514943#1;veh565;-1043850954;veh_passenger
;;27.48;best;;355212061#1;veh566;319423453#10;veh_passenger
;;27.53;best;;-865573710#4;veh567;1215980421#2;veh_passenger
;;27.57;best;;1097908839;veh568;1049123386;veh_passenger
;;27.62;best;max;-1051238803;veh569;-1044464386#2;veh_passenger
;;27.67;best;max;-1370062308;veh570;158366236#8;veh_passenger
;;27.72;best;;1042135581;veh571;221615241#2;veh_passenger
;;27.77;best;;355212036#19;veh572;-1118004223#1;veh_passenger
;;27.82;best;;158370310#22;veh573;-297768404#2;veh_passenger
;;27.87;best;max;-922333623#1;veh574;1071872395#1;veh_passenger
;;27.91;best;max;-1388761171;veh575;-803620027#0;veh_passenger
;;27.96;best;max;-1380681291;veh576;1008400465;veh_passenger
;;28.01;best;max;-1055311646;veh577;1055299306;veh_passenger
;;28.06;best;max;-1051121861#2;veh578;1055299300;veh_passenger
;;28.11;best;;320047931#6;veh579;1042247821#1;veh_passenger
;;28.16;best;max;1215984204;veh580;188038434#1;veh_passenger
;;28.21;best;max;1386461682#0;veh581;-258649224;veh_passenger
;;28.25;best;max;-1054408546;veh582;-158354653#20;veh_passenger
;;28.30;best;max;-988530883#2;veh583;1389977118;veh_passenger
;;28.35;best;;1047458870#12;veh584;-1387191273#0;veh_passenger
;;28.40;best;max;130514067#0;veh585;1055049388#0;veh_passenger
;;28.45;best;max;1218993695#0;veh586;1389977113#1;veh_passenger
;;28.50;best;;-163381457#0;veh587;630853831#1;veh_passenger
;;28.55;best;;-815459479#10;veh588;1228988196#1;veh_passenger
;;28.59;best;;1042584443#1;veh589;319899829#0;veh_passenger
;;28.64;best;;1042925570;veh590;-132182649#4;veh_passenger
;;28.69;best;max;-1046564423;veh591;1050954349;veh_passenger
;;28.74;best;;-131937275#1;veh592;-379260349#0;veh_passenger
;;28.79;best;;-1046119802;veh593;1055122455;veh_passenger
;;28.84;best;max;-132363056;veh594;1051093564;veh_passenger
;;28.89;best;;-1046119822#0;veh595;221615238#1;veh_passenger
;;28.93;best;max;-1047702584;veh596;319899829#0;veh_passenger
;;28.98;best;;176068326#0;veh597;1218978653;veh_passenger
;;29.03;best;;-355212036#11;veh598;1053907523;veh_passenger
;;29.08;best;max;-684342975;veh599;156020163#1;veh_passenger
;;29.13;best;;280941187#2;veh600;1051074676#1;veh_passenger
;;29.18;best;;1383922338#3;veh601;131937285#3;veh_passenger
;;29.22;best;max;-1369420166;veh602;1054260936#1;veh_passenger
;;29.27;best;max;-1055017952;veh603;-1055049386#0;veh_passenger
;;29.32;best;max;-1050973557#1;veh604;446709229#6;veh_passenger
;;29.37;best;max;-1381895914#1;veh605;1383726010;veh_passenger
;;29.42;best;max;-354997506#4;veh606;-1384560626#2;veh_passenger
;;29.47;best;max;-1217163897;veh607;1050247223#0;veh_passenger
;;29.52;best;;-158354653#22;veh608;1071869424;veh_passenger
;;29.56;best;max;-1055092048#2;veh609;1043853246#1;veh_passenger
;;29.61;best;max;-1220236958;veh610;1046763787#1;veh_passenger
;;29.66;best;max;-1380616467;veh611;1217169294;veh_passenger
;;29.71;best;;1368622931#3;veh612;1304578494;veh_passenger
;;29.76;best;max;-1046536731;veh613;-1213221486;veh_passenger
;;29.81;best;;1054370055;veh614;-458212665#1;veh_passenger
;;29.86;best;max;1214501930;veh615;132070872;veh_passenger
;;29.90;best;;321304369#1;veh616;329454942#1;veh_passenger
;;29.95;best;;-1376961175;veh617;1216919521;veh_passenger
;;30.00;best;;-1054401199#0;veh618;1042418409#3;veh_passenger
;;30.05;best;;695574108#2;veh619;1381084653#4;veh_passenger
;;30.10;best;max;-1388244699;veh620;1217164135;veh_passenger
;;30.15;best;;44770274#8;veh621;-78594910#4;veh_passenger
;;30.20;best;;-1385735522;veh622;156020160#0;veh_passenger
;;30.24;best;;1385707524;veh623;1368622931#0;veh_passenger
;;30.29;best;max;1432202654;veh624;1386107129#1;veh_passenger
;;30.34;best;;1055092054#1;veh625;1071878463#2;veh_passenger
;;30.39;best;;1046163761#2;veh626;1049852871;veh_passenger
;;30.44;best;;-1383759265;veh627;1043107771#1;veh_passenger
;;30.49;best;max;-1071869428;veh628;-188038441#3;veh_passenger
;;30.54;best;;569581201#4;veh629;1054408524#1;veh_passenger
;;30.58;best;max;-1215977116;veh630;-1226409499#0;veh_passenger
;;30.63;best;;-1047710049;veh631;252036559;veh_passenger
;;30.68;best;max;-1050950549;veh632;1391512021;veh_passenger
;;30.73;best;;156032741#8;veh633;355216060;veh_passenger
;;30.78;best;;-1044462489#1;veh634;1041987266#0;veh_passenger
;;30.83;best;;1227113588#2;veh635;-1219040412;veh_passenger
;;30.88;best;max;-1385740706;veh636;-1376460492#2;veh_passenger
;;30.92;best;;155831666#7;veh637;1391523377#1;veh_passenger
;;30.97;best;;1383748135;veh638;-1380614665;veh_passenger
;;31.02;best;;-158306197#12;veh639;1046958055;veh_passenger
;;31.07;best;;1054187925#0;veh640;-260126096#0;veh_passenger
;;31.12;best;;-158404288#5;veh641;-466855844#1;veh_passenger
;;31.17;best;max;1217255749;veh642;1051068194;veh_passenger
;;31.22;best;;-548937846#2;veh643;-78532503#8;veh_passenger
;;31.26;best;;1383726004;veh644;1053954492;veh_passenger
;;31.31;best;;156032741#8;veh645;1043813717;veh_passenger
;;31.36;best;;569566142#1;veh646;988203049#0;veh_passenger
;;31.41;best;;-219225822#3;veh647;-44770272#11;veh_passenger
;;31.46;best;max;-1386092126;veh648;1083972132#1;veh_passenger
;;31.51;best;;690546132#1;veh649;184751276#11;veh_passenger
;;31.56;best;;1377410514;veh650;-1226409977#1;veh_passenger
;;31.60;best;max;221619116;veh651;1196034469;veh_passenger
;;31.65;best;max;-1050950565;veh652;258778497#13;veh_passenger
;;31.70;best;;170212181#35;veh653;-466857085#0;veh_passenger
;;31.75;best;max;1220236952;veh654;-378247900#1;veh_passenger
;;31.80;best;;320044850#4;veh655;-131994071#0;veh_passenger
;;31.85;best;;-158306185#4;veh656;823076001#3;veh_passenger
;;31.90;best;;-1215281615#1;veh657;1051093554#0;veh_passenger
;;31.94;best;max;-1382527768#2;veh658;-1046101217#5;veh_passenger
;;31.99;best;max;-1045265888;veh659;1055098829#1;veh_passenger
;;32.04;best;max;-1216883596;veh660;988553238;veh_passenger
;;32.09;best;;380329549#1;veh661;232973373;veh_passenger
;;32.14;best;;1046482204#1;veh662;156015651#0;veh_passenger
;;32.19;best;;-1054356704#1;veh663;-548931362#1;veh_passenger
;;32.23;best;;143828603#0;veh664;1380681299;veh_passenger
;;32.28;best;max;-1054370047#2;veh665;1382527768#2;veh_passenger
;;32.33;best;max;-162237276#2;veh666;-1042171944;veh_passenger
;;32.38;best;;-1049123387#5;veh667;-322244197;veh_passenger
;;32.43;best;;156032741#16;veh668;1132686731;veh_passenger
;;32.48;best;max;1215984196#0;veh669;1083972163#1;veh_passenger
;;32.53;best;;-1051074685#0;veh670;-548937831#0;veh_passenger
;;32.57;best;;-131709941#16;veh671;-1050556373;veh_passenger
;;32.62;best;max;-1392331780#5;veh672;156032744#5;veh_passenger
;;32.67;best;;-191450223#10;veh673;-1217035364;veh_passenger
;;32.72;best;;320044849#0;veh674;1217169029;veh_passenger
;;32.77;best;;-1042598969#2;veh675;1071860459#1;veh_passenger
;;32.82;best;;-1217035500#0;veh676;-130514065#1;veh_passenger
;;32.87;best;;-1432204129#0;veh677;1218978429;veh_passenger
;;32.91;best;max;-1217034151;veh678;1049113101;veh_passenger
;;32.96;best;;1050015294#2;veh679;-1095350372#0;veh_passenger
;;33.01;best;;825108510#20;veh680;-1055299296#0;veh_passenger
;;33.06;best;max;-446711245;veh681;1055122455;veh_passenger
;;33.11;best;;902920457#1;veh682;1194283126#1;veh_passenger
;;33.16;best;max;-1387989989;veh683;1054187901#0;veh_passenger
;;33.21;best;;1044270618#0;veh684;987973989;veh_passenger
;;33.25;best;max;-1217250017;veh685;-1043813733#0;veh_passenger
;;33.30;best;max;1368622888;veh686;1042192056;veh_passenger
;;33.35;best;;1303271794#1;veh687;1385761622;veh_passenger
;;33.40;best;max;-1376951074#3;veh688;-1049873919;veh_passenger
;;33.45;best;;-641793526#0;veh689;172366685#9;veh_passenger
;;33.50;best;max;-1071865196;veh690;1393453470#1;veh_passenger
;;33.55;best;;-219900680#4;veh691;1380681291;veh_passenger
;;33.59;best;;1043781993#0;veh692;170223657#7;veh_passenger
;;33.64;best;max;-1046451457;veh693;1392302116;veh_passenger
;;33.69;best;;-195681537#18;veh694;-585729758#0;veh_passenger
;;33.74;best;max;-1044570810#1;veh695;-158366236#34;veh_passenger
;;33.79;best;max;-1044514935#1;veh696;684342108#3;veh_passenger
;;33.84;best;;-378246863#1;veh697;988530865#1;veh_passenger
;;33.89;best;max;-626818985#4;veh698;-321397517#3;veh_passenger
;;33.93;best;max;-1383725992;veh699;1394479823;veh_passenger
;;33.98;best;;219225823#12;veh700;-989047497#0;veh_passenger
;;34.03;best;;-1053923485#1;veh701;1043813724;veh_passenger
;;34.08;best;;26299198#2;veh702;1386974079;veh_passenger
;;34.13;best;;279806915#26;veh703;1044737388#2;veh_passenger
;;34.18;best;max;821179874#0;veh704;1055069121#0;veh_passenger
;;34.23;best;;-321399399#2;veh705;630854306#0;veh_passenger
;;34.27;best;;-379260389;veh706;158366236#37;veh_passenger
;;34.32;best;max;1215984187;veh707;-1084027867;veh_passenger
;;34.37;best;max;-988530883#2;veh708;209721150#1;veh_passenger
;;34.42;best;;-630852399#6;veh709;-898458107;veh_passenger
;;34.47;best;max;-1049134505;veh710;1337959071;veh_passenger
;;34.52;best;;-132070846#3;veh711;1217255057;veh_passenger
;;34.57;best;max;-1383215298;veh712;-1049847052;veh_passenger
;;34.61;best;;220749755#11;veh713;1042584441;veh_passenger
;;34.66;best;;988530882;veh714;-379260345#5;veh_passenger
;;34.71;best;;851490768#3;veh715;825108510#4;veh_passenger
;;34.76;best;;-1047458870#4;veh716;1251098633;veh_passenger
;;34.81;best;;-1383922338#1;veh717;158366236#34;veh_passenger
;;34.86;best;;1054401202;veh718;849845955#1;veh_passenger
;;34.90;best;;132071730#3;veh719;-1046564429;veh_passenger
;;34.95;best;max;-1046546423;veh720;1393453464#8;veh_passenger
;;35.00;best;max;-1384235293;veh721;1044576062#2;veh_passenger
;;35.05;best;;-83229105#10;veh722;1217255416;veh_passenger
;;35.10;best;;1054399010#0;veh723;825838521;veh_passenger
;;35.15;best;max;-1385049882;veh724;1390305704;veh_passenger
;;35.20;best;;-858852307#0;veh725;1084005681#1;veh_passenger
;;35.24;best;max;-1389000237;veh726;1317499654#1;veh_passenger
;;35.29;best;max;-1217168898;veh727;-1217160336;veh_passenger
;;35.34;best;max;1217029700;veh728;1055088766;veh_passenger
;;35.39;best;max;-1387131543;veh729;1213221062;veh_passenger
;;35.44;best;max;-1217255791#1;veh730;-354298475;veh_passenger
;;35.49;best;max;-158714189#1;veh731;988553261;veh_passenger
;;35.54;best;max;-1225840027;veh732;585630245;veh_passenger
;;35.58;best;;-319584658#12;veh733;-1218440518#1;veh_passenger
;;35.63;best;;172364987#26;veh734;1051093565;veh_passenger
;;35.68;best;;315097176#5;veh735;1050973601;veh_passenger
;;35.73;best;;-1049873897#2;veh736;1371976974;veh_passenger
;;35.78;best;max;158675246#0;veh737;-865573709#10;veh_passenger
;;35.83;best;max;-1382279033;veh738;-1055098828#2;veh_passenger
;;35.88;best;;-626720915#2;veh739;378249526#1;veh_passenger
